address,city,state,postcode,latitude,longitude,bedroom_number,bathroom_number,square_meter,price,household_number,household_mean_income,families_number,family_mean_income,non_family_number,non_family_mean_income,population,20to24,25to34,35to44,45to54,55to59,60to64,65to74,75to84,median_age
Southeast Lucas Court,Milwaukie,OR,97267,45.39405,-122.6135,3,3,135,390000,13886,85929,8801,100594,5085,57594,31841,1736,3475,4695,4212,1997,2165,4273,1857,44.2
Southeast Rhone Street,Portland,OR,97266,45.49554,-122.54188,4,3,242,426000,13439,74418,7818,76920,5621,66595,35371,1975,6120,6267,4352,2574,2224,2670,953,38.2
Northwest Naito Parkway,Portland,OR,97209,45.532978,-122.67891,1,2,81,399999,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Clay Street,Portland,OR,97201,45.513268,-122.68029,2,2,123,625000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest 22nd Avenue,Portland,OR,97210,45.52653,-122.69679,1,1,60,299000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Northwest 15th Avenue,Portland,OR,97209,45.529144,-122.68616,1,1,96,489000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Northrup Street,Portland,OR,97210,45.531506,-122.695435,2,1,112,419900,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Southwest Harrison Street,Portland,OR,97201,45.510765,-122.67944,1,1,68,268800,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Hoyt Street,Portland,OR,97209,45.527622,-122.68163,1,1,76,389500,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Johnson Street,Portland,OR,97209,45.528576,-122.69431,2,1,104,450000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
South Harbor Way,Portland,OR,97201,45.510963,-122.67462,2,2,109,499000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Couch Street,Portland,OR,97209,45.523922,-122.68132,2,2,161,895000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Overton Street,Portland,OR,97209,45.532482,-122.68145,1,1,95,550000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 15th Avenue,Portland,OR,97209,45.529144,-122.68616,2,2,151,724900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest 18th Avenue,Portland,OR,97205,45.518196,-122.69226,1,1,77,439000,5286,79657,1091,167165,4195,56489,8309,682,1969,1137,1095,507,646,1009,395,42.1
Northwest Glisan Street,Portland,OR,97209,45.52687,-122.68107,2,2,147,899000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest 1st Avenue,Portland,OR,97201,45.50711,-122.679565,3,2,247,998500,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest 10th Avenue,Portland,OR,97209,45.525604,-122.68089,1,1,91,459900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
North Mississippi Avenue,Portland,OR,97217,45.554253,-122.67525,1,1,68,376000,14838,103943,7550,117395,7288,85843,35049,1719,8469,7167,4857,1698,1763,2979,916,37.7
Northwest 8th Avenue,Portland,OR,97209,45.52538,-122.67839,2,3,171,965000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
South Hall Street,Portland,OR,97201,45.507893,-122.67271,1,1,76,475000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Southwest Clay Street,Portland,OR,97201,45.513268,-122.68029,2,2,123,539000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Southeast Harrison Street,Portland,OR,97216,45.50906,-122.56672,4,3,144,499900,7001,70982,4345,77428,2656,52583,17770,791,2857,2786,2934,1109,843,1340,640,38.6
Northwest 22nd Avenue,Portland,OR,97210,45.52653,-122.69679,1,1,67,399000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Northwest Uptown Terrace,Portland,OR,97210,45.525375,-122.70162,1,1,59,339000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Northwest Overton Street,Portland,OR,97209,45.532482,-122.68145,1,1,67,399900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
North Williams Avenue,Portland,OR,97212,45.548134,-122.66636,1,2,157,839000,11547,146186,7171,175815,4376,91736,28263,1370,4596,4700,4068,2023,1727,2634,1128,40.2
Northwest Flanders Street,Portland,OR,97209,45.52605,-122.67497,1,1,65,249900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 15th Avenue,Portland,OR,97209,45.529144,-122.68616,2,2,151,799900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
North Killingsworth Street,Portland,OR,97217,45.563213,-122.69321,2,1,80,345000,14838,103943,7550,117395,7288,85843,35049,1719,8469,7167,4857,1698,1763,2979,916,37.7
None,Portland,OR,97209,45.5294,-122.67388,2,2,98,425000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Main Street,Portland,OR,97205,45.51686,-122.68478,1,1,84,399000,5286,79657,1091,167165,4195,56489,8309,682,1969,1137,1095,507,646,1009,395,42.1
None,Portland,OR,97209,45.529278,-122.67362,1,1,64,275000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Howards Way,Portland,OR,97201,45.5179,-122.69511,1,1,65,355000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest 11th Avenue,Portland,OR,97209,45.528362,-122.68252,3,4,181,997000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Lovejoy Street,Portland,OR,97209,45.53,-122.68175,1,2,93,534900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Marshall Street,Portland,OR,97210,45.530674,-122.70361,1,1,53,285000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Southwest Main Street,Portland,OR,97205,45.520386,-122.694496,2,2,91,389000,5286,79657,1091,167165,4195,56489,8309,682,1969,1137,1095,507,646,1009,395,42.1
None,Portland,OR,97209,45.52994,-122.6742,1,1,69,239000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Westover Road,Portland,OR,97210,45.528034,-122.70267,1,2,104,750000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Northwest 15th Avenue,Portland,OR,97209,45.529144,-122.68616,1,1,79,365000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Naito Parkway,Portland,OR,97209,45.53291,-122.67859,2,3,147,975000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Irving Street,Portland,OR,97209,45.527714,-122.6859,1,1,76,378800,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Park Place,Portland,OR,97205,45.521877,-122.70017,2,2,107,495000,5286,79657,1091,167165,4195,56489,8309,682,1969,1137,1095,507,646,1009,395,42.1
Northwest Naito Parkway,Portland,OR,97209,45.53298,-122.678856,1,2,80,430000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southeast Division Street,Portland,OR,97236,45.504936,-122.53379,3,3,132,309900,12817,69998,9110,76050,3707,42970,39399,1756,5921,5454,5263,2474,2542,3194,1348,36.6
Southeast Rhone Street,Portland,OR,97266,45.495613,-122.54188,2,2,78,352300,13439,74418,7818,76920,5621,66595,35371,1975,6120,6267,4352,2574,2224,2670,953,38.2
Southwest Harrison Street,Portland,OR,97201,45.510765,-122.67944,1,1,56,239500,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Marshall Street,Portland,OR,97209,45.53036,-122.68981,1,1,59,255000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Couch Street,Portland,OR,97209,45.523922,-122.68132,1,2,89,520000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Glisan Street,Portland,OR,97209,45.52687,-122.68107,2,2,139,979000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Naito Parkway,Portland,OR,97209,45.53298,-122.678856,3,2,135,729000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Marshall Street,Portland,OR,97209,45.530655,-122.68171,2,2,90,549000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 11th Avenue,Portland,OR,97209,45.528282,-122.682175,1,1,70,369900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Main Street,Portland,OR,97205,45.51686,-122.68478,1,1,81,390000,5286,79657,1091,167165,4195,56489,8309,682,1969,1137,1095,507,646,1009,395,42.1
Northwest Flanders Street,Portland,OR,97209,45.525898,-122.68342,1,1,78,486000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
None,Portland,OR,97209,45.530994,-122.683266,1,1,91,445000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
South Harbor Way,Portland,OR,97201,45.510307,-122.6748,1,1,85,385000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Glisan Street,Portland,OR,97209,45.52687,-122.68107,2,2,150,715000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Montgomery Street,Portland,OR,97201,45.50975,-122.674065,1,1,73,349000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
North Killingsworth Street,Portland,OR,97217,45.563137,-122.681496,1,1,56,284900,14838,103943,7550,117395,7288,85843,35049,1719,8469,7167,4857,1698,1763,2979,916,37.7
Northwest Barnes Road,Portland,OR,97210,45.520138,-122.7229,2,2,97,350000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Northwest Lovejoy Street,Portland,OR,97209,45.52966,-122.68608,1,1,80,365000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
West Burnside Street,Portland,OR,97209,45.52291,-122.69092,2,2,110,550000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
South Corbett Avenue,Portland,OR,97239,45.499653,-122.67611,1,1,61,259000,9249,130573,3959,182487,5290,89889,18620,1116,3853,3161,2437,936,891,1788,773,38.8
Northwest Naito Parkway,Portland,OR,97209,45.53048,-122.67544,1,1,74,249900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Irving Street,Portland,OR,97209,45.527714,-122.6859,1,2,104,489000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Northrup Street,Portland,OR,97209,45.531376,-122.68119,1,1,70,299900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
North Killingsworth Street,Portland,OR,97217,45.563137,-122.681496,1,1,56,289000,14838,103943,7550,117395,7288,85843,35049,1719,8469,7167,4857,1698,1763,2979,916,37.7
Southwest Clay Street,Portland,OR,97201,45.513268,-122.68029,2,2,123,350000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Upshur Street,Portland,OR,97210,45.5362,-122.705284,1,1,80,385000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Northwest Kearney Street,Portland,OR,97209,45.529495,-122.68589,1,1,103,459000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Harrison Street,Portland,OR,97201,45.51057,-122.6789,1,1,69,295000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Southwest 1st Avenue,Portland,OR,97201,45.50695,-122.67918,2,2,118,439000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Marshall Street,Portland,OR,97209,45.530655,-122.68171,2,2,115,649900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Naito Parkway,Portland,OR,97209,45.53048,-122.67544,1,1,69,279900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Irving Street,Portland,OR,97209,45.527714,-122.6859,1,1,79,349000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
West Burnside Street,Portland,OR,97209,45.52291,-122.69092,1,1,62,300000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Upper Hall Street,Portland,OR,97201,45.51305,-122.69201,2,2,111,399900,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
North Willamette Boulevard,Portland,OR,97217,45.56652,-122.699036,2,3,131,369900,14838,103943,7550,117395,7288,85843,35049,1719,8469,7167,4857,1698,1763,2979,916,37.7
Northwest 12th Avenue,Portland,OR,97209,45.5254,-122.683685,1,2,96,499000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Naito Parkway,Portland,OR,97209,45.528618,-122.6726,1,1,64,285000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Lovejoy Street,Portland,OR,97209,45.52966,-122.68608,2,2,100,485000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Harrison Street,Portland,OR,97201,45.510765,-122.67944,1,1,68,280000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Southwest 11th Avenue,Portland,OR,97201,45.51471,-122.6856,2,2,93,589000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Sussex Avenue,Portland,OR,97210,45.54132,-122.720535,3,3,185,569900,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Fetters Loop,Eugene,OR,97402,44.043797,-123.13304,2,2,89,225000,21782,59355,11828,70781,9954,40051,52725,4034,9969,7800,5298,3579,2931,4829,2245,36
Northwest Couch Street,Portland,OR,97209,45.523922,-122.68132,1,2,93,555000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Flanders Street,Portland,OR,97209,45.525898,-122.68342,1,1,67,399900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Hoyt Street,Portland,OR,97209,45.52731,-122.6906,1,1,68,360000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 9th Avenue,Portland,OR,97209,45.532093,-122.68093,2,2,112,719000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Northrup Street,Portland,OR,97209,45.531376,-122.68119,1,1,68,324000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Clay Street,Portland,OR,97201,45.516315,-122.6898,2,2,104,420000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
None,Portland,OR,97209,45.52994,-122.6742,1,1,64,265000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Northrup Street,Portland,OR,97210,45.531506,-122.695435,2,1,99,400000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Northwest Overton Street,Portland,OR,97209,45.532482,-122.68145,1,1,92,550000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 11th Avenue,Portland,OR,97209,45.52592,-122.682076,2,2,152,875000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Park Avenue,Portland,OR,97201,45.514072,-122.68317,2,1,83,344900,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
North Gantenbein Avenue,Portland,OR,97227,45.54885,-122.669395,2,2,95,489900,3150,109494,770,138007,2380,96827,5994,525,2016,966,627,350,320,573,87,34.5
Northwest Naito Parkway,Portland,OR,97209,45.532978,-122.67891,3,2,158,685000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 12th Avenue,Portland,OR,97209,45.527588,-122.68295,1,1,69,375000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 14th Avenue,Portland,OR,97209,45.52614,-122.68286,2,1,111,690000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Irving Street,Portland,OR,97209,45.527714,-122.6859,1,1,100,475000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Irving Street,Portland,OR,97210,45.527912,-122.69523,1,1,62,285000,6325,133214,2389,224310,3936,75430,11410,652,3595,1722,884,777,625,1101,431,34.9
Southwest Columbia Street,Portland,OR,97201,45.513283,-122.677895,2,2,177,750000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Southwest 19th Avenue,Portland,OR,97205,45.519367,-122.693,1,1,80,425000,5286,79657,1091,167165,4195,56489,8309,682,1969,1137,1095,507,646,1009,395,42.1
Southwest Clay Street,Portland,OR,97201,45.513268,-122.68029,2,2,123,469000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Flanders Street,Portland,OR,97209,45.52592,-122.693,1,1,81,374950,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 15th Avenue,Portland,OR,97209,45.529144,-122.68616,2,2,158,835000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest 19th Avenue,Portland,OR,97205,45.519367,-122.693,1,1,82,335000,5286,79657,1091,167165,4195,56489,8309,682,1969,1137,1095,507,646,1009,395,42.1
South Harbor Way,Portland,OR,97201,45.510963,-122.67462,2,2,120,569000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Lovejoy Street,Portland,OR,97209,45.52966,-122.68608,1,2,104,649000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest Cupola Drive,South Beach,OR,97366,44.594578,-124.066765,3,3,198,950000,880,80037,549,81476,331,75872,2045,40,96,233,160,194,145,524,187,57.4
Southeast 35th Street,South Beach,OR,97366,44.61291,-124.043076,2,3,167,350000,880,80037,549,81476,331,75872,2045,40,96,233,160,194,145,524,187,57.4
Northwest 11th Avenue,Portland,OR,97209,45.52592,-122.682076,1,2,141,945000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest 12th Avenue,Portland,OR,97209,45.527588,-122.68295,1,1,73,375000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Northrup Street,Portland,OR,97209,45.53165,-122.68218,1,1,72,515000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Northwest Lovejoy Street,Portland,OR,97209,45.529675,-122.69214,3,2,133,599900,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest 13th Avenue,Portland,OR,97201,45.51111,-122.68944,1,1,51,210000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest Flanders Street,PORTLAND,OR,97209,45.525898,-122.68342,2,2,138,835000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southwest 18th Avenue,Portland,OR,97201,45.51465,-122.694084,2,2,98,405000,9310,101606,2389,197978,6921,68176,17015,2401,3699,2192,1480,836,822,1483,1067,32.2
Northwest 15th Avenue,Portland,OR,97209,45.529144,-122.68616,1,1,97,585000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southeast 92nd Avenue,Portland,OR,97266,45.49389,-122.56904,3,4,146,484950,13439,74418,7818,76920,5621,66595,35371,1975,6120,6267,4352,2574,2224,2670,953,38.2
Northwest Lovejoy Street,Portland,OR,97209,45.53,-122.68175,1,2,105,600000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
Southeast 92nd Avenue,Portland,OR,97266,45.49407,-122.569084,3,4,146,484950,13439,74418,7818,76920,5621,66595,35371,1975,6120,6267,4352,2574,2224,2670,953,38.2
Northwest 9th Avenue,Portland,OR,97209,45.532093,-122.68093,1,1,74,389000,13633,100830,2979,182961,10654,77665,19632,1380,5300,4192,2590,1305,1138,2057,647,39.3
